OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
116867,b'\x00\x01\xad\x10\x00\x00\x1c\xbd\xeeh\xf4\r^\xc0\x08\xe5\xe4\xb5zDC@\x1c\xbd\xeeh\xf4\r^\xc0\x08\xe5\xe4\xb5zDC@|\x01\x00\x00\x00\x1c\xbd\xeeh\xf4\r^\xc0\x08\xe5\xe4\xb5zDC@\xfe',118064,FS-343103,FED,FS-FIRESTAT,FS,USCAENF,503,65,,1076,WINTON,,,,,,1999,8/19/1999,231,1015.0,Human,Debris and open burning,,8/19/1999,231.0,1100.0,0.1,A,38.535,-120.21805556,USFS,CA,,,
116868,"b'\x00\x01\xad\x10\x00\x00H\x8d\xf4\x95\xcc,^\xc0\x18\xadF]\x88hC@H\x8d\xf4\x95\xcc,^\xc0\x18\xadF]\x88hC@|\x01\x00\x00\x00H\x8d\xf4\x95\xcc,^\xc0\x18\xadF]\x88hC@\xfe'",118065,FS-343104,FED,FS-FIRESTAT,FS,USCAENF,503,66,,1077,SLATE,,,,,,1999,8/21/1999,233,1743.0,Human,Arson/incendiarism,,8/21/1999,233.0,1930.0,0.8,B,38.81666667,-120.7,USFS,CA,,,
116869,b'\x00\x01\xad\x10\x00\x00\x1c\x16]#\xd1\x1c^\xc0H\xf3\x83\x04\x96DC@\x1c\x16]#\xd1\x1c^\xc0H\xf3\x83\x04\x96DC@|\x01\x00\x00\x00\x1c\x16]#\xd1\x1c^\xc0H\xf3\x83\x04\x96DC@\xfe',118066,FS-343105,FED,FS-FIRESTAT,FS,USCAENF,503,67,,1078,CHIP,,,,,,1999,8/22/1999,234,830.0,Human,Recreation and ceremony,,8/22/1999,234.0,1000.0,0.1,A,38.53583333,-120.45027778,USFS,CA,,,
116870,b'\x00\x01\xad\x10\x00\x00\x0cia\n\xa7\t^\xc0\xe8\xbfH\x81hdC@\x0cia\n\xa7\t^\xc0\xe8\xbfH\x81hdC@|\x01\x00\x00\x00\x0cia\n\xa7\t^\xc0\xe8\xbfH\x81hdC@\xfe',118067,FS-343106,FED,FS-FIRESTAT,FS,USCAENF,503,68,,1080,42 MILESTONE,,,,,,1999,8/22/1999,234,2155.0,Human,Missing data/not specified/undetermined,,8/23/1999,235.0,130.0,0.1,A,38.78444444,-120.15083333,STATE OR PRIVATE,CA,,,
116871,b'\x00\x01\xad\x10\x00\x00\xa4\x14\xed\x8a\x16\x10^\xc0PF.5\x0b^C@\xa4\x14\xed\x8a\x16\x10^\xc0PF.5\x0b^C@|\x01\x00\x00\x00\xa4\x14\xed\x8a\x16\x10^\xc0PF.5\x0b^C@\xfe',118068,FS-343107,FED,FS-FIRESTAT,FS,USCAENF,503,69,,1081,PATCH,,,,,,1999,8/25/1999,237,1050.0,Human,Recreation and ceremony,,8/25/1999,237.0,1205.0,0.1,A,38.73472222,-120.25138889,STATE OR PRIVATE,CA,,,
116872,b'\x00\x01\xad\x10\x00\x00\x94\xe3\xf71$\x18^\xc0`?\x86Y\xebyC@\x94\xe3\xf71$\x18^\xc0`?\x86Y\xebyC@|\x01\x00\x00\x00\x94\xe3\xf71$\x18^\xc0`?\x86Y\xebyC@\xfe',118069,FS-343108,FED,FS-FIRESTAT,FS,USCAENF,503,70,,1397,POWERLINE,,,,,,1999,8/26/1999,238,1800.0,Natural,Natural,,8/27/1999,239.0,1200.0,0.1,A,38.9525,-120.37722222,USFS,CA,,,
116873,b'\x00\x01\xad\x10\x00\x00\x98\xbd\xe3Io\x16^\xc0\xf0\x15\x9e\x83&~C@\x98\xbd\xe3Io\x16^\xc0\xf0\x15\x9e\x83&~C@|\x01\x00\x00\x00\x98\xbd\xe3Io\x16^\xc0\xf0\x15\x9e\x83&~C@\xfe',118070,FS-343109,FED,FS-FIRESTAT,FS,USCAENF,503,72,,1397,RED MOUNTAIN,,,,,,1999,8/27/1999,239,900.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.1,A,38.98555556,-120.35055556,USFS,CA,,,
116874,b'\x00\x01\xad\x10\x00\x00\x10\xf1\xc4\x16<\x13^\xc0x\x98\xf8;EsC@\x10\xf1\xc4\x16<\x13^\xc0x\x98\xf8;EsC@|\x01\x00\x00\x00\x10\xf1\xc4\x16<\x13^\xc0x\x98\xf8;EsC@\xfe',118071,FS-343110,FED,FS-FIRESTAT,FS,USCAENF,503,73,,1397,YELLOW,,,,,,1999,8/26/1999,238,1800.0,Natural,Natural,,8/27/1999,239.0,1300.0,0.1,A,38.90055556,-120.30055556,USFS,CA,,,
116875,b'\x00\x01\xad\x10\x00\x00\xec\xdb\xe5b\x99\x19^\xc0HG\xdeKwwC@\xec\xdb\xe5b\x99\x19^\xc0HG\xdeKwwC@|\x01\x00\x00\x00\xec\xdb\xe5b\x99\x19^\xc0HG\xdeKwwC@\xfe',118072,FS-343111,FED,FS-FIRESTAT,FS,USCAENF,503,74,,1397,COLD SPRING,,,,,,1999,8/26/1999,238,1800.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.1,A,38.93333333,-120.4,USFS,CA,,,
116876,b'\x00\x01\xad\x10\x00\x00p\x1eqo.\x13^\xc0\xf0z5O\x14~C@p\x1eqo.\x13^\xc0\xf0z5O\x14~C@|\x01\x00\x00\x00p\x1eqo.\x13^\xc0\xf0z5O\x14~C@\xfe',118073,FS-343112,FED,FS-FIRESTAT,FS,USCAENF,503,75,,1397,LOON LAKE,,,,,,1999,8/27/1999,239,1100.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.5,B,38.985,-120.29972222,STATE OR PRIVATE,CA,,,
116877,b'\x00\x01\xad\x10\x00\x000\x87V\x87y\x15^\xc0\xd8]\x91\xe6\xef}C@0\x87V\x87y\x15^\xc0\xd8]\x91\xe6\xef}C@|\x01\x00\x00\x000\x87V\x87y\x15^\xc0\xd8]\x91\xe6\xef}C@\xfe',118074,FS-343113,FED,FS-FIRESTAT,FS,USCAENF,503,76,,1397,GERLE,,,,,,1999,8/27/1999,239,1000.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.1,A,38.98388889,-120.33555556,USFS,CA,,,
116878,b'\x00\x01\xad\x10\x00\x00d\x1d\x89\xf5\xf8\x1d^\xc0\x98\xe1\x15\x14\xc8\x88C@d\x1d\x89\xf5\xf8\x1d^\xc0\x98\xe1\x15\x14\xc8\x88C@|\x01\x00\x00\x00d\x1d\x89\xf5\xf8\x1d^\xc0\x98\xe1\x15\x14\xc8\x88C@\xfe',118075,FS-343114,FED,FS-FIRESTAT,FS,USCAENF,503,77,,1397,CHIPMUNK,,,,,,1999,8/27/1999,239,819.0,Natural,Natural,,8/27/1999,239.0,1115.0,0.2,A,39.06861111,-120.46833333,USFS,CA,,,
116879,b'\x00\x01\xad\x10\x00\x00\xf0\x8e=\x8f\x92\x17^\xc0\x08\xe7\xb1\xa5H\x80C@\xf0\x8e=\x8f\x92\x17^\xc0\x08\xe7\xb1\xa5H\x80C@|\x01\x00\x00\x00\xf0\x8e=\x8f\x92\x17^\xc0\x08\xe7\xb1\xa5H\x80C@\xfe',118076,FS-343115,FED,FS-FIRESTAT,FS,USCAENF,503,78,,1397,JOHNNY'S HILL,,,,,,1999,8/27/1999,239,900.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.1,A,39.00222222,-120.36833333,USFS,CA,,,
116880,b'\x00\x01\xad\x10\x00\x00\xf0\x07+\x97\xab\x19^\xc0 \xe9\x1eox\x86C@\xf0\x07+\x97\xab\x19^\xc0 \xe9\x1eox\x86C@|\x01\x00\x00\x00\xf0\x07+\x97\xab\x19^\xc0 \xe9\x1eox\x86C@\xfe',118077,FS-343116,FED,FS-FIRESTAT,FS,USCAENF,503,79,,1397,BUNKER,,,,,,1999,8/27/1999,239,1000.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.2,A,39.05055556,-120.40111111,USFS,CA,,,
116881,b'\x00\x01\xad\x10\x00\x00H&-\xb0\xd5\x1c^\xc0\x80+9\x91\x9a\x88C@H&-\xb0\xd5\x1c^\xc0\x80+9\x91\x9a\x88C@|\x01\x00\x00\x00H&-\xb0\xd5\x1c^\xc0\x80+9\x91\x9a\x88C@\xfe',118078,FS-343117,FED,FS-FIRESTAT,FS,USCAENF,503,80,,1397,SOUTH FORK,,,,,,1999,8/27/1999,239,1130.0,Natural,Natural,,8/27/1999,239.0,1700.0,0.1,A,39.06722222,-120.45055556,USFS,CA,,,
116882,b'\x00\x01\xad\x10\x00\x00 \xb2\xe20E\x13^\xc0\xe0ZI?\xe2yC@ \xb2\xe20E\x13^\xc0\xe0ZI?\xe2yC@|\x01\x00\x00\x00 \xb2\xe20E\x13^\xc0\xe0ZI?\xe2yC@\xfe',118079,FS-343118,FED,FS-FIRESTAT,FS,USCAENF,503,82,,1397,VAN VLECK,,,,,,1999,8/27/1999,239,1000.0,Natural,Natural,,8/28/1999,240.0,800.0,0.1,A,38.95222222,-120.30111111,USFS,CA,,,
116883,b'\x00\x01\xad\x10\x00\x00\x90\xdcE\xbeI\x03^\xc0\xb8\\<\xaa\xc4[C@\x90\xdcE\xbeI\x03^\xc0\xb8\\<\xaa\xc4[C@|\x01\x00\x00\x00\x90\xdcE\xbeI\x03^\xc0\xb8\\<\xaa\xc4[C@\xfe',118081,FS-343120,FED,FS-FIRESTAT,FS,USCAENF,503,84,,1397,HAMBLEN,,,,,,1999,8/27/1999,239,900.0,Natural,Natural,,8/27/1999,239.0,1645.0,0.2,A,38.71694444,-120.05138889,USFS,CA,,,
116884,b'\x00\x01\xad\x10\x00\x00\xd8\x95\xb1/f\x16^\xc0\x80\xa8\xba\x08\x12\x80C@\xd8\x95\xb1/f\x16^\xc0\x80\xa8\xba\x08\x12\x80C@|\x01\x00\x00\x00\xd8\x95\xb1/f\x16^\xc0\x80\xa8\xba\x08\x12\x80C@\xfe',118082,FS-343121,FED,FS-FIRESTAT,FS,USCAENF,503,85,,1937,RED MOUNTAIN #2,,,,,,1999,8/27/1999,239,1420.0,Natural,Natural,,8/28/1999,240.0,1145.0,0.1,A,39.00055556,-120.35,USFS,CA,,,
116885,b'\x00\x01\xad\x10\x00\x00\xfc%\xae\x05+\x12^\xc0\xd8\x81u\xb4\x9bwC@\xfc%\xae\x05+\x12^\xc0\xd8\x81u\xb4\x9bwC@|\x01\x00\x00\x00\xfc%\xae\x05+\x12^\xc0\xd8\x81u\xb4\x9bwC@\xfe',118083,FS-343122,FED,FS-FIRESTAT,FS,USCAENF,503,86,,1397,CALF #2,,,,,,1999,8/27/1999,239,800.0,Natural,Natural,,8/27/1999,239.0,1200.0,0.1,A,38.93444444,-120.28388889,USFS,CA,,,
116886,b'\x00\x01\xad\x10\x00\x00 \xb2\xe20E\x13^\xc0\xe0ZI?\xe2yC@ \xb2\xe20E\x13^\xc0\xe0ZI?\xe2yC@|\x01\x00\x00\x00 \xb2\xe20E\x13^\xc0\xe0ZI?\xe2yC@\xfe',118084,FS-343123,FED,FS-FIRESTAT,FS,USCAENF,503,87,,1397,AIRSTRIP,,,,,,1999,8/28/1999,240,1300.0,Human,Recreation and ceremony,,8/28/1999,240.0,1800.0,0.1,A,38.95222222,-120.30111111,USFS,CA,,,
116887,b'\x00\x01\xad\x10\x00\x00\xc82E2$\x10^\xc0\x90.\xb9\x9bqDC@\xc82E2$\x10^\xc0\x90.\xb9\x9bqDC@|\x01\x00\x00\x00\xc82E2$\x10^\xc0\x90.\xb9\x9bqDC@\xfe',118085,FS-343124,FED,FS-FIRESTAT,FS,USCAENF,503,88,,1082,BAR-B-Q,,,,,,1999,8/29/1999,241,1600.0,Human,Recreation and ceremony,,8/29/1999,241.0,1700.0,0.1,A,38.53472222,-120.25222222,STATE OR PRIVATE,CA,,,
116888,b'\x00\x01\xad\x10\x00\x00\x8c6\x98\xca\xde\x1c^\xc0\xd0\x89\x00\xbe\x93FC@\x8c6\x98\xca\xde\x1c^\xc0\xd0\x89\x00\xbe\x93FC@|\x01\x00\x00\x00\x8c6\x98\xca\xde\x1c^\xc0\xd0\x89\x00\xbe\x93FC@\xfe',118086,FS-343125,FED,FS-FIRESTAT,FS,USCAENF,503,90,,1083,CORNER,,,,,,1999,9/5/1999,248,1010.0,Human,Recreation and ceremony,,9/5/1999,248.0,1050.0,0.1,A,38.55138889,-120.45111111,USFS,CA,,,
116889,b'\x00\x01\xad\x10\x00\x00\x08i\xca\xa4\x1f ^\xc0\x98(\xc1\xd6\xbdyC@\x08i\xca\xa4\x1f ^\xc0\x98(\xc1\xd6\xbdyC@|\x01\x00\x00\x00\x08i\xca\xa4\x1f ^\xc0\x98(\xc1\xd6\xbdyC@\xfe',118087,FS-343126,FED,FS-FIRESTAT,FS,USCAENF,503,91,,1084,RIM 2,,,,,,1999,9/8/1999,251,1600.0,Human,Equipment and vehicle use,,9/8/1999,251.0,1745.0,0.1,A,38.95111111,-120.50194444,USFS,CA,,,
116890,"b'\x00\x01\xad\x10\x00\x00\xf8\xb4\x8a\xfe\xf0,^\xc0x\xf5]\x90\xbb{C@\xf8\xb4\x8a\xfe\xf0,^\xc0x\xf5]\x90\xbb{C@|\x01\x00\x00\x00\xf8\xb4\x8a\xfe\xf0,^\xc0x\xf5]\x90\xbb{C@\xfe'",118088,FS-343127,FED,FS-FIRESTAT,FS,USCAENF,503,92,,1085,RUBICON,,,,,,1999,9/9/1999,252,930.0,Human,Debris and open burning,,9/9/1999,252.0,1215.0,0.1,A,38.96666667,-120.70222222,STATE OR PRIVATE,CA,,,
116891,b'\x00\x01\xad\x10\x00\x00\xbc\xcdE\xf0\x9d\t^\xc0\x00eK\xaa\xc4[C@\xbc\xcdE\xf0\x9d\t^\xc0\x00eK\xaa\xc4[C@|\x01\x00\x00\x00\xbc\xcdE\xf0\x9d\t^\xc0\x00eK\xaa\xc4[C@\xfe',118089,FS-343128,FED,FS-FIRESTAT,FS,USCAENF,503,94,,1397,JAKE,,,,,,1999,9/9/1999,252,1542.0,Natural,Natural,,9/12/1999,255.0,1630.0,10.0,C,38.71694444,-120.15027778,USFS,CA,,,
116892,b'\x00\x01\xad\x10\x00\x00\x00n\xd9\xcb\xbd\t^\xc0(\xfc\x90Y\xebYC@\x00n\xd9\xcb\xbd\t^\xc0(\xfc\x90Y\xebYC@|\x01\x00\x00\x00\x00n\xd9\xcb\xbd\t^\xc0(\xfc\x90Y\xebYC@\xfe',118090,FS-343129,FED,FS-FIRESTAT,FS,USCAENF,503,95,,1397,FORK,,,,,,1999,9/9/1999,252,1609.0,Natural,Natural,,9/11/1999,254.0,2359.0,1.5,B,38.7025,-120.15222222,USFS,CA,,,
116893,b'\x00\x01\xad\x10\x00\x00\xd8\x9dA\x85\xbb\x0b^\xc0X\xf8m\xd4\xff_C@\xd8\x9dA\x85\xbb\x0b^\xc0X\xf8m\xd4\xff_C@|\x01\x00\x00\x00\xd8\x9dA\x85\xbb\x0b^\xc0X\xf8m\xd4\xff_C@\xfe',118091,FS-343130,FED,FS-FIRESTAT,FS,USCAENF,503,96,,1397,PACKSADDLE,,,,,,1999,9/10/1999,253,1045.0,Natural,Natural,,9/10/1999,253.0,1830.0,0.2,A,38.75,-120.18333333,USFS,CA,,,
116894,b'\x00\x01\xad\x10\x00\x00L\xa3\xe2b\x99\x19^\xc00l\x05n\x99yC@L\xa3\xe2b\x99\x19^\xc00l\x05n\x99yC@|\x01\x00\x00\x00L\xa3\xe2b\x99\x19^\xc00l\x05n\x99yC@\xfe',118092,FS-343131,FED,FS-FIRESTAT,FS,USCAENF,503,97,,1089,SCUM,,,,,,1999,9/11/1999,254,1200.0,Human,Recreation and ceremony,,9/11/1999,254.0,1210.0,0.1,A,38.95,-120.4,USFS,CA,,,
116895,"b""\x00\x01\xad\x10\x00\x00\xc8\xf4\xde'M\x14^\xc0\xa0\x8e\xd8\xa5H`C@\xc8\xf4\xde'M\x14^\xc0\xa0\x8e\xd8\xa5H`C@|\x01\x00\x00\x00\xc8\xf4\xde'M\x14^\xc0\xa0\x8e\xd8\xa5H`C@\xfe""",118093,FS-343132,FED,FS-FIRESTAT,FS,USCAENF,503,98,,1090,SILVER 3,,,,,,1999,9/14/1999,257,630.0,Human,Power generation/transmission/distribution,,9/14/1999,257.0,1000.0,0.2,A,38.75222222,-120.31722222,STATE OR PRIVATE,CA,,,
116896,"b""\x00\x01\xad\x10\x00\x00\xe8\xe1\xdd'M\x14^\xc0\xc8\x96\xaa\xf6!bC@\xe8\xe1\xdd'M\x14^\xc0\xc8\x96\xaa\xf6!bC@|\x01\x00\x00\x00\xe8\xe1\xdd'M\x14^\xc0\xc8\x96\xaa\xf6!bC@\xfe""",118094,FS-343133,FED,FS-FIRESTAT,FS,USCAENF,503,99,,1091,50,,,,,,1999,9/14/1999,257,830.0,Human,Power generation/transmission/distribution,,9/14/1999,257.0,1200.0,0.3,B,38.76666667,-120.31722222,STATE OR PRIVATE,CA,,,
116897,b'\x00\x01\xad\x10\x00\x00\x08\xd4\x8dp\r ^\xc0\xb87\xa3yObC@\x08\xd4\x8dp\r ^\xc0\xb87\xa3yObC@|\x01\x00\x00\x00\x08\xd4\x8dp\r ^\xc0\xb87\xa3yObC@\xfe',118095,FS-343134,FED,FS-FIRESTAT,FS,USCAENF,503,100,,1092,WHALE,,,,,,1999,9/14/1999,257,1001.0,Human,Equipment and vehicle use,,9/14/1999,257.0,1003.0,0.1,A,38.76805556,-120.50083333,USFS,CA,,,
116898,b'\x00\x01\xad\x10\x00\x00|S\x97\rD\x14^\xc0\xc0\x16\x11\xebk\x81C@|S\x97\rD\x14^\xc0\xc0\x16\x11\xebk\x81C@|\x01\x00\x00\x00|S\x97\rD\x14^\xc0\xc0\x16\x11\xebk\x81C@\xfe',118096,FS-343135,FED,FS-FIRESTAT,FS,USCAENF,503,101,,1094,NORTH SHORE,,,,,,1999,9/17/1999,260,2000.0,Human,Recreation and ceremony,,9/17/1999,260.0,2200.0,0.1,A,39.01111111,-120.31666667,USFS,CA,,,
116899,b'\x00\x01\xad\x10\x00\x00\xc8\x91\xdf\xec\x00\x0f^\xc0\xe0\xe9\x1f\xc8jBC@\xc8\x91\xdf\xec\x00\x0f^\xc0\xe0\xe9\x1f\xc8jBC@|\x01\x00\x00\x00\xc8\x91\xdf\xec\x00\x0f^\xc0\xe0\xe9\x1f\xc8jBC@\xfe',118097,FS-343136,FED,FS-FIRESTAT,FS,USCAENF,503,102,,1095,SPUR,,,,,,1999,9/18/1999,261,1030.0,Human,Recreation and ceremony,,9/18/1999,261.0,1100.0,0.1,A,38.51888889,-120.23444444,USFS,CA,,,
116900,b'\x00\x01\xad\x10\x00\x00T\xbb\x05\x96\xcc\x18^\xc0\xb07\xd8\xd8{\x8bC@T\xbb\x05\x96\xcc\x18^\xc0\xb07\xd8\xd8{\x8bC@|\x01\x00\x00\x00T\xbb\x05\x96\xcc\x18^\xc0\xb07\xd8\xd8{\x8bC@\xfe',118098,FS-343137,FED,FS-FIRESTAT,FS,USCAENF,503,103,,1397,FALLS 99,,,,,,1999,9/18/1999,261,1610.0,Natural,Natural,,9/18/1999,261.0,1730.0,0.1,A,39.08972222,-120.3875,USFS,CA,,,
116901,b'\x00\x01\xad\x10\x00\x00\xdc\x07\xed\xc3\xa4\x07^\xc0\xf0PTpWSC@\xdc\x07\xed\xc3\xa4\x07^\xc0\xf0PTpWSC@|\x01\x00\x00\x00\xdc\x07\xed\xc3\xa4\x07^\xc0\xf0PTpWSC@\xfe',118099,FS-343138,FED,FS-FIRESTAT,FS,USCAENF,503,104,,1397,COVE,,,,,,1999,9/20/1999,263,1700.0,Natural,Natural,,9/20/1999,263.0,2000.0,0.1,A,38.65111111,-120.11944444,USFS,CA,,,
116902,b'\x00\x01\xad\x10\x00\x00d\x06\x1a\x01\xaf\x1a^\xc0p/\x94yObC@d\x06\x1a\x01\xaf\x1a^\xc0p/\x94yObC@|\x01\x00\x00\x00d\x06\x1a\x01\xaf\x1a^\xc0p/\x94yObC@\xfe',118100,FS-343139,FED,FS-FIRESTAT,FS,USCAENF,503,105,,1397,FLUME,,,,,,1999,9/20/1999,263,1530.0,Natural,Natural,,9/20/1999,263.0,1730.0,0.1,A,38.76805556,-120.41694444,USFS,CA,,,
116903,b'\x00\x01\xad\x10\x00\x00@{\xfdb\x99\x19^\xc0\xc0\xe6\x9aq6`C@@{\xfdb\x99\x19^\xc0\xc0\xe6\x9aq6`C@|\x01\x00\x00\x00@{\xfdb\x99\x19^\xc0\xc0\xe6\x9aq6`C@\xfe',118101,FS-343140,FED,FS-FIRESTAT,FS,USCAENF,503,106,,,SECOND,,,,,,1999,9/20/1999,263,1530.0,Natural,Natural,,9/20/1999,263.0,2300.0,0.3,B,38.75166667,-120.4,USFS,CA,,,
116904,"b'\x00\x01\xad\x10\x00\x00$,\x1c\x01\xaf\x1a^\xc0H2\x9fq6`C@$,\x1c\x01\xaf\x1a^\xc0H2\x9fq6`C@|\x01\x00\x00\x00$,\x1c\x01\xaf\x1a^\xc0H2\x9fq6`C@\xfe'",118102,FS-343141,FED,FS-FIRESTAT,FS,USCAENF,503,107,,,SNAG,,,,,,1999,9/20/1999,263,1530.0,Natural,Natural,,9/20/1999,263.0,1700.0,0.1,A,38.75166667,-120.41694444,USFS,CA,,,
116905,b'\x00\x01\xad\x10\x00\x00l\xaa\x97\xda\x10\x11^\xc0\xb0H\x15]\x88XC@l\xaa\x97\xda\x10\x11^\xc0\xb0H\x15]\x88XC@|\x01\x00\x00\x00l\xaa\x97\xda\x10\x11^\xc0\xb0H\x15]\x88XC@\xfe',118103,FS-343142,FED,FS-FIRESTAT,FS,USCAENF,503,108,,1397,PLANTATION,,,,,,1999,9/20/1999,263,1631.0,Natural,Natural,,9/20/1999,263.0,1900.0,0.1,A,38.69166667,-120.26666667,USFS,CA,,,
116906,b'\x00\x01\xad\x10\x00\x00\x10\xf8<\xdf\x8c\x08^\xc0P\xe8\xab\x073SC@\x10\xf8<\xdf\x8c\x08^\xc0P\xe8\xab\x073SC@|\x01\x00\x00\x00\x10\xf8<\xdf\x8c\x08^\xc0P\xe8\xab\x073SC@\xfe',118104,FS-343143,FED,FS-FIRESTAT,FS,USCAENF,503,109,,1397,ROCK,,,,,,1999,9/21/1999,264,1100.0,Natural,Natural,,9/21/1999,264.0,1300.0,0.1,A,38.65,-120.13361111,USFS,CA,,,
116907,b'\x00\x01\xad\x10\x00\x00$\xeb\xcb-\xa8\x08^\xc08\x87\x0c\xfa\xbeHC@$\xeb\xcb-\xa8\x08^\xc08\x87\x0c\xfa\xbeHC@|\x01\x00\x00\x00$\xeb\xcb-\xa8\x08^\xc08\x87\x0c\xfa\xbeHC@\xfe',118105,FS-343144,FED,FS-FIRESTAT,FS,USCAENF,503,110,,1397,SQUAW,,,,,,1999,9/21/1999,264,1200.0,Natural,Natural,,9/21/1999,264.0,1500.0,0.1,A,38.56833333,-120.13527778,USFS,CA,,,
116908,b'\x00\x01\xad\x10\x00\x00P\xe1|\xa8\xbc\x1a^\xc0\xd8\xc5;\xfa\xbeHC@P\xe1|\xa8\xbc\x1a^\xc0\xd8\xc5;\xfa\xbeHC@|\x01\x00\x00\x00P\xe1|\xa8\xbc\x1a^\xc0\xd8\xc5;\xfa\xbeHC@\xfe',118106,FS-343145,FED,FS-FIRESTAT,FS,USCAENF,503,111,,1097,ELKINS,,,,,,1999,9/25/1999,268,1200.0,Human,Recreation and ceremony,,9/25/1999,268.0,1245.0,0.1,A,38.56833333,-120.41777778,USFS,CA,,,
116909,b'\x00\x01\xad\x10\x00\x00\x10\xf8<\xdf\x8c\x08^\xc0P\xe8\xab\x073SC@\x10\xf8<\xdf\x8c\x08^\xc0P\xe8\xab\x073SC@|\x01\x00\x00\x00\x10\xf8<\xdf\x8c\x08^\xc0P\xe8\xab\x073SC@\xfe',118107,FS-343146,FED,FS-FIRESTAT,FS,USCAENF,503,112,,1397,ROCK 2,,,,,,1999,9/25/1999,268,1523.0,Natural,Natural,,9/25/1999,268.0,1700.0,0.1,A,38.65,-120.13361111,USFS,CA,,,
116910,b'\x00\x01\xad\x10\x00\x00`\x96\xa5\xec\x00\x1f^\xc0\x88\xdfs\xebkQC@`\x96\xa5\xec\x00\x1f^\xc0\x88\xdfs\xebkQC@|\x01\x00\x00\x00`\x96\xa5\xec\x00\x1f^\xc0\x88\xdfs\xebkQC@\xfe',118108,FS-343147,FED,FS-FIRESTAT,FS,USCAENF,503,113,,1000,GILBERTS,,,,,,1999,9/26/1999,269,1503.0,Human,Arson/incendiarism,,9/27/1999,270.0,1200.0,9.0,B,38.63611111,-120.48444444,STATE OR PRIVATE,CA,,,
116911,b'\x00\x01\xad\x10\x00\x00\x88\x0eU\xec\x00/^\xc0P\x90\x89\x15\xa7uC@\x88\x0eU\xec\x00/^\xc0P\x90\x89\x15\xa7uC@|\x01\x00\x00\x00\x88\x0eU\xec\x00/^\xc0P\x90\x89\x15\xa7uC@\xfe',118109,FS-343148,FED,FS-FIRESTAT,FS,USCAENF,503,114,,1101,ROCK #3,,,,,,1999,9/29/1999,272,1122.0,Human,Missing data/not specified/undetermined,,9/29/1999,272.0,1200.0,0.1,A,38.91916667,-120.73444444,STATE OR PRIVATE,CA,,,
116912,b'\x00\x01\xad\x10\x00\x00\x88\xd6}\x0ce\x17^\xc0x\xdb\xdbS\x90qC@\x88\xd6}\x0ce\x17^\xc0x\xdb\xdbS\x90qC@|\x01\x00\x00\x00\x88\xd6}\x0ce\x17^\xc0x\xdb\xdbS\x90qC@\xfe',118110,FS-343149,FED,FS-FIRESTAT,FS,USCAENF,503,115,,1150,MILLIONAIRE,,,,,,1999,10/1/1999,274,1300.0,Human,Missing data/not specified/undetermined,,10/1/1999,274.0,1400.0,0.1,A,38.88722222,-120.36555556,STATE OR PRIVATE,CA,,,
116913,b'\x00\x01\xad\x10\x00\x00\xd0\x8c3\xf0\x9d\x15^\xc0\x08\x1f\x83\x15\xa7MC@\xd0\x8c3\xf0\x9d\x15^\xc0\x08\x1f\x83\x15\xa7MC@|\x01\x00\x00\x00\xd0\x8c3\xf0\x9d\x15^\xc0\x08\x1f\x83\x15\xa7MC@\xfe',118111,FS-343150,FED,FS-FIRESTAT,FS,USCAENF,503,116,,1151,PLUMMER,,,,,,1999,10/3/1999,276,830.0,Human,Equipment and vehicle use,,10/3/1999,276.0,1800.0,5.0,B,38.60666667,-120.33777778,USFS,CA,,,
116914,b'\x00\x01\xad\x10\x00\x00\x18\x80=\xc1\xe6\x1d^\xc0P\xfa\x9d\xee\x08\x80C@\x18\x80=\xc1\xe6\x1d^\xc0P\xfa\x9d\xee\x08\x80C@|\x01\x00\x00\x00\x18\x80=\xc1\xe6\x1d^\xc0P\xfa\x9d\xee\x08\x80C@\xfe',118112,FS-343151,FED,FS-FIRESTAT,FS,USCAENF,503,117,,1154,WALLACE,,,,,,1999,10/5/1999,278,1355.0,Human,Equipment and vehicle use,,10/5/1999,278.0,1430.0,0.1,A,39.00027778,-120.46722222,USFS,CA,,,
